Start x,Start y,End x,End y,Nav. by wheelchair?,No Stairs?
1469.7,1141.3,1423.6,1139.7,T,T
926.5,1658.5,919.7,1670.4,T,T
2240.1,2397.2,2249.8,2384.5,T,T
2276.2,2351.7,2270.6,2373.1,T,T
908.8,1678,919.7,1670.4,T,T
2262.3,2367.9,2270.6,2373.1,T,T
1201.4,1391.1,1188.6,1398.3,T,T
1335.7,1244.4,1336,1264.4,T,T
1008.7,1570.7,1024.1,1576.4,T,T
926.5,1658.5,928,1670.8,T,T
2256.4,2375.7,2265.7,2381.6,T,T
1452,1120,1469.7,1141.3,T,T
1974.2,596.7,1996.9,616.2,T,T
1697.1,858.2,1718.9,910.7,T,T
2061,531.8,2072.1,521.5,T,T
2278.2,2377.1,2276.2,2351.7,T,T
1361.4,1246.9,1335.7,1244.4,T,T
2336.8,2315.1,2331.1,2301.7,T,T
2249.8,2384.5,2260.5,2391.3,T,T
1858.3,787.3,1792.8,764,T,T
1179,1418,1179,1416,T,T
1470.7,1156.7,1409,1156,T,T
1718.9,910.7,1663.9,900,T,T
2265.7,2381.6,2270.6,2373.1,T,T
1987.8,641.2,1926.5,640.6,T,T
2240.1,2397.2,2252.8,2404.4,T,T
2276.2,2351.7,2287.3,2379.5,T,T
1790.7,815.4,1791.6,804,T,T
1361.4,1246.9,1361.1,1233.3,T,T
2724,1896,2778,1900,T,T
2278.2,2377.1,2270.6,2373.1,T,T
2265.7,2381.6,2260.5,2391.3,T,T
2023.4,630.3,1926.5,626.5,T,T
1201.4,1391.1,1200,1415.7,T,T
2445,2229,2469,2162,T,T
2297.1,2380.9,2276.2,2351.7,T,T
3307.5,1291.8,3419,1288,T,T
1200,1415.7,1179,1416,T,T
1201.4,1391.1,1224.8,1393.7,T,T
2061,531.8,2059.2,560.5,T,T
1469.7,1141.3,1477.8,1124,T,T
928,1670.8,932.6,1680.6,T,T
2275.3,2386.8,2265.7,2381.6,T,T
2252.8,2404.4,2260.5,2391.3,T,T
2101,520,2072.1,521.5,T,T
2276.2,2351.7,2307.3,2380.3,T,T
2024,585.9,2037,572.4,T,T
941.7,1688.6,902.5,1687.4,T,T
2275.3,2386.8,2278.2,2377.1,T,T
2336.8,2315.1,2337.4,2328,T,T
1024.1,1576.4,1038.4,1582.4,T,T
1335.6,1284.9,1336,1264.4,T,T
2240.1,2397.2,2265.4,2417.1,T,T
2031.5,2632,2051.3,2604.4,T,T
1039.7,1547.1,1071.6,1565.4,T,T
2260.5,2391.3,2272.1,2396.8,T,T
2278.2,2377.1,2287.3,2379.5,T,T
2276.2,2351.7,2315.3,2378.9,T,T
2553,2058,2594,2117,T,T
2059.2,560.5,2037,572.4,T,T
1408.5,1227.1,1367.3,1227.1,T,T
2024,585.9,2017.5,604.3,T,T
1790.7,815.4,1791.2,834.4,T,T
1760.9,846.2,1791.2,834.4,T,T
1061.5,1598.4,978.7,1594,T,T
2276.2,2351.7,2324.6,2376,T,T
1506.5,1125.6,1477.8,1124,T,T
2275.3,2386.8,2272.1,2396.8,T,T
2276.2,2351.7,2332.4,2370.9,T,T
1996.9,616.2,2017.5,604.3,T,T
1361.4,1246.9,1360.4,1267.7,T,T
1469.7,1141.3,1470.7,1156.7,T,T
2276.2,2351.7,2340.6,2365.8,T,T
2252.8,2404.4,2266.5,2410.6,T,T
2275.3,2386.8,2286.2,2389.2,T,T
1335.9,1304.4,1297.7,1303.8,T,T
2145,451,2136,509.3,T,T
941.7,1688.6,932.6,1680.6,T,T
2252.8,2404.4,2265.4,2417.1,T,T
1828,820.8,1791.6,804,T,T
926.5,1658.5,1002.3,1658.5,T,T
2286.2,2389.2,2287.3,2379.5,T,T
2297.1,2380.9,2337.4,2328,T,T
2297.1,2380.9,2287.3,2379.5,T,T
2726.1,1879.2,2845,1895,T,T
2266.5,2410.6,2272.1,2396.8,T,T
1218.7,1417.6,1200,1415.7,T,T
2101,520,2112.8,520,T,T
1218.7,1417.6,1224.8,1393.7,T,T
2337.4,2328,2359.1,2327.8,T,T
2307.3,2380.3,2337.4,2328,T,T
2284.2,2400.4,2272.1,2396.8,T,T
2397,2266,2389,2301,T,T
1335.9,1304.4,1335.6,1284.9,T,T
2145,451,2159.6,505.4,T,T
2358.6,2334.3,2337.4,2328,T,T
1408.5,1246,1361.4,1246.9,T,T
2265.4,2417.1,2266.5,2410.6,T,T
2315.3,2378.9,2337.4,2328,T,T
3379.5,1273.9,3419,1288,T,T
2286.2,2389.2,2284.2,2400.4,T,T
1408.5,1227.1,1408,1222,T,T
1760.9,846.2,1760.7,898.6,T,T
2082,2626,2051.3,2604.4,T,T
2286.2,2389.2,2296.9,2390.6,T,T
2023.4,630.3,1996.9,616.2,T,T
1056.9,1590,1038.4,1582.4,T,T
2337.4,2328,2356.2,2341.6,T,T
2297.1,2380.9,2307.3,2380.3,T,T
2297.1,2380.9,2296.9,2390.6,T,T
2337.4,2328,2324.6,2376,T,T
1791,854.3,1791.2,834.4,T,T
2352.8,2349.9,2337.4,2328,T,T
2332.4,2370.9,2337.4,2328,T,T
2059.2,560.5,2023.4,630.3,T,T
2121.7,520,2112.8,520,T,T
1828,820.8,1791.2,834.4,T,T
2347.9,2358,2337.4,2328,T,T
1360.4,1267.7,1360,1287.5,T,T
2340.6,2365.8,2337.4,2328,T,T
2281.3,2414.7,2266.5,2410.6,T,T
1088.7,1551.4,1071.6,1565.4,T,T
2007.7,641.7,1987.8,641.2,T,T
2690,2072,2575,2040,T,T
2358.6,2334.3,2359.1,2327.8,T,T
2281.3,2414.7,2284.2,2400.4,T,T
1056.9,1590,1071.6,1565.4,T,T
1617.8,1020,1641.7,1004.7,T,T
2307.3,2380.3,2315.3,2378.9,T,T
2121.7,520,2136,509.3,T,T
1335.9,1304.4,1336.7,1310.4,T,T
2296.3,2402.1,2284.2,2400.4,T,T
1219,1432,1218.7,1417.6,T,T
2368.8,2328.4,2359.1,2327.8,T,T
2307.6,2390.3,2307.3,2380.3,T,T
2307.6,2390.3,2296.9,2390.6,T,T
1718.9,910.7,1760.7,898.6,T,T
2296.3,2402.1,2296.9,2390.6,T,T
2059.2,560.5,2058,578,T,T
1408.5,1246,1408.5,1227.1,F,F
2279.3,2428.2,2265.4,2417.1,T,T
2358.6,2334.3,2356.2,2341.6,T,T
2315.3,2378.9,2324.6,2376,T,T
1088.7,1551.4,1105.7,1554.6,T,T
1470.7,1156.7,1505.6,1167.7,T,T
2358.6,2334.3,2368.2,2336.5,T,T
1056.9,1590,1061,1593.1,T,T
1668.5,987.5,1641.7,1004.7,T,T
2420,2305,2445,2229,T,T
1002.3,1658.5,1002.1,1641.5,T,T
2315.3,2378.9,2317.6,2388.6,T,T
2352.8,2349.9,2356.2,2341.6,T,T
1506.5,1125.6,1505.6,1167.7,T,T
2368.2,2336.5,2368.8,2328.4,T,T
1506.5,1125.6,1549.2,1125.1,T,T
1219,1432,1223,1432,T,T
2281.3,2414.7,2279.3,2428.2,T,T
1250,1417,1218.7,1417.6,T,T
2307.6,2390.3,2317.6,2388.6,T,T
1335.9,1304.4,1362.6,1305.2,T,T
2332.4,2370.9,2324.6,2376,T,T
2389,2301,2385,2330.1,T,T
1758.2,922.2,1718.9,910.7,T,T
1858.3,787.3,1854,810.5,T,T
2307.6,2390.3,2308.9,2401.6,T,T
2296,2416.2,2281.3,2414.7,T,T
2347.9,2358,2352.8,2349.9,T,T
2356.2,2341.6,2365.7,2344.7,T,T
2308.9,2401.6,2296.3,2402.1,T,T
1828,820.8,1854,810.5,T,T
2340.6,2365.8,2332.4,2370.9,T,T
2296,2416.2,2296.3,2402.1,T,T
1061.5,1598.4,1061,1593.1,T,T
1632.8,1045,1617.8,1020,T,T
2159.6,510,2136,509.3,T,T
1360,1287.5,1362.6,1305.2,T,T
2347.9,2358,2340.6,2365.8,T,T
2385,2330.1,2368.8,2328.4,T,T
2328.6,2384.7,2324.6,2376,T,T
1455.9,1227.6,1408.5,1227.1,T,T
2368.2,2336.5,2365.7,2344.7,T,T
2565,2139,2594,2117,T,T
1790.3,885,1791,854.3,T,T
1878.4,779.2,1854,810.5,T,T
2352.8,2349.9,2361.3,2354.2,T,T
2565,2139,2517,2197,T,T
2328.6,2384.7,2317.6,2388.6,T,T
1655,1022.9,1641.7,1004.7,T,T
2338.1,2379.4,2332.4,2370.9,T,T
1472.4,1226.8,1470.7,1156.7,T,T
1740,957.2,1718.9,910.7,T,T
2347.9,2358,2355.1,2363.4,T,T
2346.8,2372.3,2340.6,2365.8,T,T
2383.6,2338.3,2368.2,2336.5,T,T
2321.2,2399.1,2317.6,2388.6,T,T
2365.7,2344.7,2361.3,2354.2,T,T
1219,1460,1219,1432,T,T
2279.3,2428.2,2285.9,2433.9,T,T
2574,2151,2565,2139,T,T
1683.5,995,1668.5,987.5,T,T
2159.6,505.4,2159.6,510,T,T
1562.8,1111,1550.3,1110.4,T,T
1790.3,885,1760.7,898.6,T,T
2308.9,2401.6,2321.2,2399.1,T,T
2338.1,2379.4,2328.6,2384.7,T,T
3445.5,1277.7,3419,1288,T,T
1550.3,1110.4,1549.2,1125.1,T,T
2121.7,520,2177.1,519,T,T
1362.6,1305.2,1359.7,1310.4,T,T
2355.1,2363.4,2361.3,2354.2,T,T
1250,1421,1250,1417,T,T
1758.2,922.2,1760.7,898.6,T,T
2346.8,2372.3,2338.1,2379.4,T,T
2007.7,641.7,2038,652.5,T,T
2310.6,2416.1,2308.9,2401.6,T,T
2346.8,2372.3,2355.1,2363.4,T,T
2159.6,505.4,2168.5,507.9,T,T
2383.6,2338.3,2385,2330.1,T,T
2296,2416.2,2310.6,2416.1,T,T
2085.6,2645.4,2082,2626,T,T
2023.4,630.3,2048.3,641.1,T,T
2296,2416.2,2294.2,2434.1,T,T
2333.5,2394.9,2328.6,2384.7,T,T
2380.9,2350.5,2365.7,2344.7,T,T
1061,1641.3,1002.1,1641.5,T,T
1128.3,1562.5,1105.7,1554.6,T,T
2532,2201,2517,2197,T,T
2333.5,2394.9,2321.2,2399.1,T,T
2294.2,2434.1,2285.9,2433.9,T,T
1858.3,787.3,1899.4,808.7,T,T
2344,2388.4,2338.1,2379.4,T,T
1655,1022.9,1632.8,1045,T,T
1683.5,995,1655,1022.9,T,T
2277.9,2472.4,2250.2,2451.3,T,T
2364.4,2370.6,2355.1,2363.4,T,T
2383.6,2338.3,2380.9,2350.5,T,T
2346.8,2372.3,2354.6,2380.7,T,T
2285.9,2433.9,2294.6,2440.4,T,T
2378.3,2362.9,2361.3,2354.2,T,T
1218,1460,1223,1460,T,T
1562.8,1111,1562.2,1126.7,T,T
1061.5,1598.4,1061,1641.3,T,T
2324.6,2413.5,2321.2,2399.1,T,T
1219,1460,1223,1460,T,T
1791,854.3,1810.3,907.5,T,T
1562.2,1126.7,1549.2,1125.1,T,T
2333.5,2394.9,2344,2388.4,T,T
1878.4,779.2,1899.4,808.7,T,T
2294.2,2434.1,2294.6,2440.4,T,T
2060.2,610.8,2060.2,636.2,T,T
2310.6,2416.1,2324.6,2413.5,T,T
1408.5,1246,1469.4,1246.9,T,T
2344,2388.4,2354.6,2380.7,T,T
1336.7,1310.4,1336.5,1387.9,T,T
1899.4,808.7,1854,810.5,T,T
2364.4,2370.6,2354.6,2380.7,T,T
2908,1825,2913,1824,T,T
2517,2197,2509,2247,T,T
1455.9,1227.6,1455.6,1235.8,F,F
2378.3,2362.9,2380.9,2350.5,T,T
1575.8,1112.1,1562.2,1126.7,T,T
2310.6,2416.1,2312.3,2434.6,T,T
2338.7,2408.3,2333.5,2394.9,T,T
2312.3,2434.6,2294.2,2434.1,T,T
2168.5,507.9,2187.8,516.1,T,T
1197.7,1568.1,1198,1523,T,T
2909,1836,2908,1825,T,T
941.7,1688.6,1060.8,1691.8,T,T
2079.7,632.5,2060.2,610.8,T,T
1543.8,1167.4,1505.6,1167.7,T,T
1134.6,1583.6,1099.9,1566.8,T,T
1331.6,1416.8,1218.7,1417.6,T,T
1590.9,1107.2,1575.8,1112.1,T,T
2048.3,641.1,2060.2,636.2,T,T
2085.6,2645.4,2096.2,2657.4,T,T
2338.7,2408.3,2324.6,2413.5,T,T
2344,2388.4,2352.1,2400.9,T,T
1455.6,1235.8,1464,1236.3,F,F
2364.4,2370.6,2375.4,2379.2,T,T
1790.3,885,1790.3,927.5,T,T
3491,1275.6,3445.5,1277.7,T,T
1564.3,1141.3,1562.2,1126.7,T,T
2365.3,2391.6,2354.6,2380.7,T,T
1758.2,922.2,1790.3,927.5,T,T
2375.4,2379.2,2378.3,2362.9,T,T
1585,1125.6,1562.2,1126.7,T,T
2060.8,650.3,2048.3,641.1,T,T
2177.1,519,2187.8,516.1,T,T
2845,1895,2838,1920,T,T
2838,1920,2824,1916,T,T
2072.7,634.1,2060.2,636.2,T,T
1632.8,1045,1646.1,1079,T,T
2338.7,2408.3,2352.1,2400.9,T,T
2324.6,2413.5,2329.6,2432.3,T,T
2060.8,650.3,2060.2,636.2,T,T
1757.1,970.7,1758.2,922.2,T,T
2314.7,2454.6,2294.6,2440.4,T,T
2403,2378,2420,2305,T,T
2312.3,2434.6,2329.6,2432.3,T,T
1359.7,1383.9,1359.7,1310.4,T,T
2365.3,2391.6,2352.1,2400.9,T,T
1472.4,1226.8,1469.4,1246.9,T,T
1683.5,995,1730,1008.1,T,T
2072.7,634.1,2079.7,632.5,T,T
2312.3,2434.6,2314.7,2454.6,T,T
2346.8,2426,2338.7,2408.3,T,T
2845,1895,2889,1890,T,T
2079.7,632.5,2088,624,T,T
1128.3,1562.5,1161.6,1576,T,T
2277.9,2496.8,2277.9,2472.4,T,T
2375.4,2379.2,2371.5,2399.9,T,T
2096.2,2657.4,2110.7,2662.7,T,T
2365.3,2391.6,2371.5,2399.9,T,T
1756.7,978.6,1740,957.2,T,T
2293.3,2484.3,2277.9,2472.4,T,T
1790.3,927.5,1810.3,907.5,T,T
2352.1,2400.9,2363.1,2416.8,T,T
2346.8,2426,2329.6,2432.3,T,T
2115.3,588.6,2115,623.6,T,T
1470.3,1306.4,1362.6,1305.2,T,T
2277.9,2496.8,2270.3,2497.9,T,T
1326.7,1394.8,1334.1,1393,T,T
1334.1,1393,1336.5,1387.9,T,T
1590.9,1107.2,1647.8,1107.7,T,T
1061,1641.3,1060.8,1691.8,T,T
2346.8,2426,2363.1,2416.8,T,T
1216.3,1605.2,1218.7,1417.6,T,T
1790.3,927.5,1789.8,950.5,T,T
2314.7,2454.6,2324.2,2460.5,T,T
2889,1890,2898,1878,T,T
2511,2288,2509,2247,T,T
1699,1023,1730,1008.1,T,T
2277.9,2496.8,2277.9,2504.4,T,T
1757.1,970.7,1756.7,978.6,T,T
1790.3,927.5,1817.1,928.2,T,T
1817.1,928.2,1810.3,907.5,T,T
2371.5,2399.9,2368.1,2423.1,T,T
2277.9,2496.8,2293.3,2495.2,T,T
2338.2,2464,2329.6,2432.3,T,T
2293.3,2495.2,2293.3,2484.3,T,T
1899.4,808.7,1928.7,833.8,T,T
2121.4,2671.9,2110.7,2662.7,T,T
1756.7,978.6,1730,1008.1,T,T
3491,1275.6,3530,1272.8,T,T
1756.7,978.6,1789.8,950.5,T,T
2363.1,2416.8,2368.1,2423.1,T,T
1334.1,1393,1331.6,1416.8,T,T
1533,1246,1464,1236.3,T,T
1647.8,1107.7,1646.1,1079,T,T
1362.5,1392.7,1334.1,1393,T,T
1134.6,1583.6,1181.4,1586.1,T,T
3491,1275.6,3498,1317.2,T,T
1504.2,1307.5,1505.6,1167.7,T,T
2131.9,2649.3,2141.1,2658.8,T,T
2119.6,628.6,2115,623.6,T,T
2308.4,2497.6,2293.3,2484.3,T,T
2095,702.9,2038,652.5,T,T
2346.8,2426,2359.7,2452.8,T,T
3945.2,852.9,3959.5,828.8,T,T
2128.3,2665.2,2121.4,2671.9,T,T
2338.2,2464,2324.2,2460.5,T,T
2135.3,612.2,2119.6,628.6,T,T
2131.9,2649.3,2147.4,2662.4,T,T
3959.5,828.8,3994.8,809.2,T,T
2308.4,2497.6,2293.3,2495.2,T,T
1362.5,1392.7,1359.7,1383.9,T,T
2136.8,2664.5,2128.3,2665.2,T,T
2368.1,2423.1,2365.3,2439,T,T
2898,1878,2942,1877,T,T
1756.7,978.6,1755.3,1010.7,T,T
2293.6,2515.2,2293.3,2495.2,T,T
1585,1125.6,1666.4,1125.4,T,T
1197.7,1568.1,1161.6,1576,T,T
1755.3,1010.7,1730,1008.1,T,T
2136.8,2664.5,2141.1,2658.8,T,T
1161.6,1576,1181.4,1586.1,T,T
2072.7,634.1,2115,685.7,T,T
2522,2285,2511,2288,T,T
2107.5,692.5,2060.8,650.3,T,T
2134.4,2680.3,2121.4,2671.9,T,T
2141.1,2658.8,2147.4,2662.4,T,T
2131.9,2649.3,2167.7,2662.7,T,T
1564.3,1141.3,1564.8,1246.4,T,T
1362.5,1392.7,1367.8,1396,T,T
2338.2,2464,2351.4,2461.8,T,T
2838,1920,2798,2059,T,T
2359.7,2452.8,2365.3,2439,T,T
1355.4,1417.6,1331.6,1416.8,T,T
2135.3,612.2,2150.3,626.1,T,T
1662.4,1107.7,1647.8,1107.7,T,T
1754.2,1034,1730,1008.1,T,T
1852.9,928.6,1817.1,928.2,T,T
1362.5,1392.7,1355.4,1417.6,T,T
2134.4,2680.3,2147.4,2662.4,T,T
2395,2448,2403,2378,T,T
2351.4,2461.8,2359.7,2452.8,T,T
3945.2,852.9,3949.1,879.5,T,T
3530,1272.8,3563.3,1259.8,T,T
1789.8,950.5,1787.1,1003.6,T,T
1060.8,1691.8,1087.2,1691.8,T,T
2942,1877,2942,1866,T,T
2141.1,2658.8,2167.7,2662.7,T,T
2129.5,2687.1,2134.4,2680.3,T,T
1827.1,964.7,1817.1,928.2,T,T
1845,914,1852.9,928.6,T,T
2857,2000,2889,1890,T,T
1536,1226,1533,1246,T,T
2306.8,2525.2,2308.4,2497.6,T,T
2308.4,2497.6,2323.9,2508.7,T,T
2147.4,2662.4,2167.7,2662.7,T,T
2780,2099,2690,2072,T,T
2338.2,2464,2353.6,2489.5,T,T
1755.3,1010.7,1754.2,1034,T,T
1932.8,860.4,1928.7,833.8,T,T
1947.5,845.4,1928.7,833.8,T,T
1755.3,1010.7,1780.2,1010.2,T,T
3585.8,1243,3563.3,1259.8,T,T
1197.4,1595,1197.7,1568.1,T,T
1197.4,1595,1181.4,1586.1,T,T
3585.8,1243,3624.4,1203.6,T,T
1470.3,1306.4,1472.6,1313.3,T,T
1662.4,1107.7,1692.1,1105.4,T,T
3652.2,1183.1,3624.4,1203.6,T,T
2511,2288,2526,2342,T,T
2669.2,315.8,2588.6,0.2,T,T
1852.9,928.6,1863.9,929.3,T,T
1715.3,1060.4,1727.8,1070.4,T,T
2134.4,2680.3,2160.9,2694.9,T,T
1852.9,928.6,1854.2,939.7,T,T
1382,1420.1,1355.4,1417.6,T,T
1355.4,1417.6,1354.9,1447.7,T,T
1104.2,1693.2,1087.2,1691.8,T,T
1896.4,898.2,1890,892.5,T,T
3994.8,809.2,4019,850.1,T,T
1780.2,1010.2,1787.1,1003.6,T,T
1827.1,964.7,1787.1,1003.6,T,T
1827.1,964.7,1854.2,939.7,T,T
1932.8,860.4,1947.5,845.4,T,T
1754.2,1034,1748.9,1049,T,T
1854.2,939.7,1863.9,929.3,T,T
1947.5,845.4,1978.9,815.4,F,F
1932.8,860.4,1896.4,898.2,T,T
1896.4,898.2,1863.9,929.3,T,T
1504.2,1307.5,1470.3,1306.4,T,T
1066.4,1722.2,1066.4,1734.5,T,T
1978.9,815.4,1993,793,T,T
3683.5,1168.3,3652.2,1183.1,T,T
3519.1,1353,3498,1317.2,T,T
2066.4,730.7,2040,750,T,T
2075.3,721.8,2066.4,730.7,T,T
2075.3,721.8,2083.5,714,T,T
1559.2,1255.8,1533,1246,F,F
2095,702.9,2083.5,714,T,T
2323.9,2508.7,2322.2,2536.8,T,T
1692.1,1105.4,1727.8,1070.4,T,T
3949.1,879.5,3965,898.4,T,T
1748.9,1049,1727.8,1070.4,T,T
2107.5,692.5,2095,702.9,T,T
1538,1282,1533,1246,T,T
2107.5,692.5,2115,685.7,T,T
2342.5,2524.9,2323.9,2508.7,T,T
2123.5,679.7,2115,685.7,T,T
2011,805,2009.5,785.2,T,T
2218.1,550,2255.1,587.9,T,T
2180,655.4,2150.3,626.1,T,T
2353.6,2489.5,2399,2465,T,T
2399,2465,2395,2448,T,T
1197.4,1595,1216.3,1605.2,T,T
2342.5,2524.9,2353.6,2489.5,T,T
2202.9,2679.2,2167.7,2662.7,T,T
1666.4,1125.4,1702.8,1122.9,T,T
1665.9,1160.9,1666.4,1125.4,F,F
2857,2000,2860,2000,T,T
1367.8,1396,1464.5,1395.7,T,T
1066.4,1734.5,1078.6,1744.4,T,T
1197.4,1595,1196.7,1635.9,T,T
1787.1,1003.6,1786,1048.6,T,T
1559.2,1255.8,1564.8,1246.4,T,T
1749.2,1079.3,1727.8,1070.4,T,T
1504.2,1307.5,1512,1303,F,F
1515,1302,1518,1294,F,F
1518,1294,1528,1289,F,F
1517,1301,1514,1298,F,F
3683.5,1168.3,3718,1157.9,T,T
1382,1420.1,1381.6,1448.4,T,T
1748.9,1049,1786,1048.6,T,T
1354.9,1447.7,1381.6,1448.4,T,T
1512,1303,1517,1301,F,F
3960.9,906,3965,898.4,T,T
1528,1289,1538,1282,T,T
2798,2059,2780,2099,T,T
2189.3,2693.3,2160.9,2694.9,T,T
1472,1387.4,1472.6,1313.3,T,T
3960.9,906,3957.3,922.2,T,T
1996.4,861.1,1947.5,845.4,T,T
1066.4,1722.2,1138.2,1724.7,T,T
1996.4,861.1,1978.9,815.4,T,T
1932.8,860.4,1968.5,892.5,T,T
1749.2,1079.3,1702.8,1122.9,T,T
4019,850.1,4019,861.8,T,T
3986.3,902.4,3965,898.4,T,T
2107.5,692.5,2137.1,723.2,T,T
2115,685.7,2143.2,718.2,T,T
4027.1,863.3,4019,850.1,T,T
1559.2,1255.8,1559,1289,T,T
1078.6,1744.4,1061.8,1779.6,T,T
1172.8,1694.8,1104.2,1693.2,T,T
2066.4,730.7,2101.7,766.8,T,T
2169,662,2180,655.4,T,T
2342.5,2524.9,2353.9,2541.4,T,T
1382,1420.1,1445.9,1420.4,T,T
3987.1,895.3,3996.6,885.6,T,T
2798,2059,2837,2070,T,T
2837,2070,2857,2000,T,T
1538,1282,1559,1289,T,T
4015.5,868.9,4019,861.8,T,T
1932.8,860.4,1938.5,940,T,T
1938.5,940,1863.9,929.3,T,T
1827.1,964.7,1852.8,1029,T,T
4009.4,877.5,3996.6,885.6,T,T
1896.4,898.2,1938.5,940,T,T
1584.6,1274.8,1559.2,1255.8,T,T
2217,2671.6,2202.9,2679.2,T,T
4009.4,877.5,4015.5,868.9,T,T
3986.3,902.4,3987.1,895.3,T,T
1852.8,1029,1854.2,939.7,T,T
3756.2,1145.3,3718,1157.9,T,T
3959.2,939.4,3957.3,922.2,T,T
2213.7,2685.4,2202.9,2679.2,T,T
1505.9,1368.7,1504.2,1307.5,T,T
2255.1,587.9,2265.8,579.8,T,T
2189.3,2693.3,2204.2,2698.7,T,T
2213.7,2685.4,2217,2671.6,T,T
2011,805,2010.3,866.1,T,T
1331.3,1472.3,1330.5,1558.1,T,T
1665.9,1160.9,1704.8,1161.2,T,T
1798.2,1061.8,1786,1048.6,T,T
1196.7,1635.9,1196.7,1665.6,T,T
2234.8,2670.3,2217,2671.6,T,T
3547.8,1376.2,3519.1,1353,T,T
3984.5,923.4,3986.3,902.4,T,T
1776.4,1099.7,1749.2,1079.3,T,T
4009.4,877.5,4040.1,874.2,T,T
1756,1125.5,1702.8,1122.9,T,T
2780,2099,2798,2126,T,T
1584.6,1274.8,1559,1289,T,T
4027.1,863.3,4040.1,874.2,T,T
2267.2,599.1,2255.1,587.9,T,T
1577.7,1284.6,1559,1289,T,T
3925.2,983.3,3894.9,1003.8,T,T
1216.3,1605.2,1259.6,1637.2,T,T
2095,702.9,2156.1,765.1,T,T
3756.2,1145.3,3784.8,1130.1,T,T
1584.6,1274.8,1577.7,1284.6,T,T
2137.1,723.2,2143.2,718.2,T,T
3894.9,1003.8,3816.3,1102.9,T,T
3968.8,950.8,3959.2,939.4,T,T
1996.4,861.1,2003.5,863.2,T,T
2222.9,2698.7,2213.7,2685.4,T,T
1472,1387.4,1470.3,1394.3,T,T
1470.3,1394.3,1464.5,1395.7,T,T
2222.9,2698.7,2204.2,2698.7,T,T
3984.5,923.4,3972.3,946.7,T,T
3925.2,983.3,3947.7,970.7,T,T
1216.3,1605.2,1216.4,1694.7,T,T
2355,2578,2353.9,2541.4,T,T
1854.2,939.7,1930.7,1007.9,T,T
2526,2342,2576,2384,T,T
2267.2,599.1,2275.5,591.6,T,T
2180,655.4,2212.5,687.2,T,T
3816.3,1102.9,3784.8,1130.1,T,T
1801.4,1076.8,1798.2,1061.8,T,T
3968.8,950.8,3972.3,946.7,T,T
1705.4,1171.4,1704.8,1161.2,T,T
2003.5,863.2,2010.3,866.1,T,T
3947.7,970.7,3966.2,954.6,T,T
3968.8,950.8,3966.2,954.6,T,T
2137.1,723.2,2152.1,740,T,T
1196.7,1665.6,1195.9,1694.8,T,T
2143.2,718.2,2158.5,732.9,T,T
1472,1387.4,1508.8,1387.1,T,T
1470.3,1394.3,1470.3,1421.5,T,T
1776.4,1099.7,1767.8,1113.2,T,T
1172.8,1694.8,1195.9,1694.8,T,T
1470.3,1421.5,1445.9,1420.4,T,T
1776.4,1099.7,1798.2,1086.1,T,T
1445.9,1420.4,1445.3,1448.5,T,T
2074.6,871.8,2011,805,T,T
1798.2,1086.1,1801.4,1076.8,T,T
1851,1054.3,1798.2,1061.8,T,T
3816.3,1102.9,3816.8,1126.7,T,T
1505.9,1368.7,1508.8,1387.1,T,T
1325,1558,1330.5,1558.1,T,T
1783.5,1112.9,1776.4,1099.7,T,T
1138.2,1724.7,1183.1,1726.6,T,T
2222.9,2698.7,2238.6,2710.1,T,T
2121.4,784,2101.7,766.8,T,T
1851.7,1044.3,1852.8,1029,T,T
1767.8,1113.2,1774.6,1126.5,T,T
1756,1125.5,1774.6,1126.5,T,T
2152.1,740,2158.5,732.9,T,T
1985,937.5,1968.5,892.5,T,T
2212.5,687.2,2158.5,732.9,T,T
2267.2,599.1,2298.2,630.7,T,T
2542,2486,2399,2465,T,T
1783.5,1112.9,1774.6,1126.5,T,T
1851.7,1044.3,1851,1054.3,T,T
1938.5,940,1985,937.5,T,T
1195.9,1694.8,1216.4,1694.7,T,T
1705.4,1171.4,1758.9,1169.7,T,T
1516.8,1393.4,1508.8,1387.1,T,T
3547.8,1376.2,3571.6,1406.6,T,T
1584.6,1274.8,1629,1276,T,T
1671.7,1277.5,1629,1276,T,T
1851.7,1044.3,1860.3,1052.2,T,T
1505.9,1368.7,1542.7,1393.1,T,T
1756,1125.5,1758.9,1169.7,F,F
2354.7,2620.7,2355,2578,T,T
1470.3,1421.5,1470.9,1450,T,T
2016.4,936.5,1968.5,892.5,T,T
1470.9,1450,1445.3,1448.5,T,T
1499.4,1425,1470.3,1421.5,T,T
1938.5,940,1930.7,1007.9,T,T
1851,1054.3,1860.3,1052.2,T,T
2016.4,936.5,2003.5,863.2,T,T
1259.6,1637.2,1272.1,1652.3,T,T
1508.8,1387.1,1507.9,1419.8,T,T
2061,886.1,2010.3,866.1,T,T
3816.8,1126.7,3822.3,1158.1,T,T
1183.1,1726.6,1189.2,1730.2,T,T
1758.9,1169.7,1774.6,1126.5,F,F
1216.4,1694.7,1238.6,1682.4,T,T
2238.6,2710.1,2265.1,2716.8,T,T
1938.5,940,1978.9,979.3,T,T
1227.5,1698.7,1216.4,1694.7,T,T
1577.7,1284.6,1578.4,1398.6,T,T
1846.4,1116.5,1801.4,1076.8,T,T
2576,2384,2567,2412,T,T
