Start x,Start y,End x,End y,Nav. by wheelchair?,No Stairs?
1516.8,1393.4,1542.7,1393.1,T,T
2121.4,784,2157.1,789.7,T,T
1499.4,1425,1507.9,1419.8,T,T
2121.4,784,2141.7,805.7,T,T
1499.4,1425,1512.8,1425.3,T,T
2162.6,779.2,2156.1,765.1,T,T
1218.1,1735.7,1216.4,1694.7,T,T
1512.8,1425.3,1507.9,1419.8,T,T
2152.1,740,2193.5,781.5,T,T
1846.4,1116.5,1851,1054.3,T,T
1330.5,1652.6,1330.5,1558.1,T,T
1860.3,1052.2,1925.7,1033.2,T,T
1525.4,1419.8,1507.9,1419.8,T,T
1218.1,1735.7,1189.2,1730.2,T,T
1194.7,1759,1189.2,1730.2,T,T
2016.4,936.5,1985,937.5,T,T
1284.5,1674,1238.6,1682.4,T,T
1671.7,1277.5,1671.5,1258.4,T,T
1860.3,1052.2,1882.5,1087.5,T,T
1284.5,1674,1272.1,1652.3,T,T
1227.5,1698.7,1258,1702.1,T,T
1542.7,1393.1,1557,1396.8,T,T
1758.9,1169.7,1754.4,1207.2,T,T
1998.2,970,1985,937.5,T,T
2074.6,871.8,2061,886.1,T,T
2074.6,871.8,2141.7,805.7,T,T
1724.1,1208.4,1754.4,1207.2,T,T
2157.1,789.7,2141.7,805.7,T,T
1941,1018.2,1930.7,1007.9,T,T
2016.4,936.5,2061,886.1,T,T
1846.4,1116.5,1810.7,1129,T,T
1658.9,1295.8,1671.7,1277.5,T,T
3571.6,1406.6,3590.6,1432.5,T,T
2074.6,871.8,2081.9,878.2,T,T
2074.2,888.2,2061,886.1,T,T
3838,1188.4,3822.3,1158.1,T,T
1525.4,1419.8,1540.9,1425,T,T
2224.1,795.9,2158.5,732.9,T,T
2151.2,812.7,2141.7,805.7,T,T
2542,2486,2567,2412,T,T
1754.4,1207.2,1723,1228,T,T
2162.6,779.2,2179.6,792.5,T,T
2116.3,2772.6,2348,2773.4,T,T
2167.8,800,2157.1,789.7,T,T
1723,1228,1732,1232,T,T
1941,1018.2,1978.9,979.3,T,T
1941,1018.2,1925.7,1033.2,T,T
2016.4,936.5,1998.2,970,T,T
1671.7,1277.5,1695.2,1277.3,F,F
2567,2412,2604,2434,T,T
2074.2,888.2,2081.9,878.2,T,T
2315.7,2721.4,2265.1,2716.8,T,T
1218.1,1735.7,1233.6,1735.7,T,T
1695.2,1277.3,1723,1228,T,T
1754.4,1207.2,1732,1232,T,T
1978.9,979.3,1998.2,970,T,T
1684.1,1297,1671.7,1277.5,T,T
1843,1125,1846.4,1116.5,T,T
2167.8,800,2151.2,812.7,T,T
1557,1396.8,1578.4,1398.6,T,T
1846.4,1116.5,1872.1,1098.6,T,T
1695.2,1277.3,1754.4,1207.2,T,T
1547.2,1450,1512.8,1425.3,T,T
1695.2,1277.3,1732,1232,T,T
1872.1,1098.6,1882.5,1087.5,T,T
2179.6,792.5,2167.8,800,T,T
1990.3,991.5,1978.9,979.3,F,F
1284.5,1674,1330.5,1652.6,T,T
2081.9,878.2,2088.8,893.5,T,T
1941,1018.2,1953.9,1029.7,T,T
2074.2,888.2,2088.8,893.5,T,T
2029,963,2016.4,936.5,T,T
1284.5,1674,1297.6,1690.1,T,T
2179.6,792.5,2193.5,781.5,T,T
1990.3,991.5,1998.2,970,T,T
1906,1077.5,1882.5,1087.5,T,T
1880.3,1106.8,1872.1,1098.6,T,T
1872.1,1098.6,1880.3,1106.8,T,T
2354.7,2620.7,2356.9,2726.6,T,T
1906,1077.5,1945.7,1036.5,T,T
1945.7,1036.5,1953.9,1029.7,T,T
1990.3,991.5,1953.9,1029.7,T,T
1578.4,1410.9,1578.4,1398.6,T,T
1787.2,1218.5,1754.4,1207.2,T,T
1951,1041.1,1945.7,1036.5,T,T
1846.4,1116.5,1871.8,1140.7,T,T
1746,1272,1754.4,1207.2,T,T
1906,1077.5,1908.9,1089,T,T
1746,1272,1732,1232,T,T
2024.5,993,1998.2,970,T,T
1611.1,1399,1578.4,1398.6,T,T
1990.3,991.5,1990,1017.5,T,T
2003.2,1005.7,1990.3,991.5,T,T
1746,1272,1695.2,1277.3,T,T
1218.1,1735.7,1217.9,1821.2,T,T
1233.6,1735.7,1281.7,1742.8,T,T
2216.2,802.8,2193.5,781.5,T,T
1318.6,1719.4,1258,1702.1,T,T
1590.8,1419,1578.4,1410.9,T,T
2024.5,993,1990.3,991.5,T,T
1351.9,1680.1,1351.9,1618.8,T,T
1754.4,1207.2,1813,1229,T,T
1877,1160,1843,1125,T,T
1590.9,1453.1,1540.9,1425,T,T
2315.7,2721.4,2347.7,2725.5,T,T
2003.2,1005.7,1990,1017.5,T,T
1977.1,1031.5,1990,1017.5,T,T
1544.1,1473.9,1525.5,1473.7,T,T
1788,1268,1754.4,1207.2,T,T
3591.7,1506.7,3590.6,1432.5,T,T
2024.5,993,2003.2,1005.7,T,T
2122.5,921.8,2088.8,893.5,T,T
1871.8,1140.7,1881.6,1133.1,T,T
3873.7,1224.7,3838,1188.4,T,T
1572.5,1461.2,1547.2,1450,T,T
1329.7,1713.8,1297.6,1690.1,T,T
2604,2434,2623,2467,T,T
2003.2,1005.7,1999.2,1027.5,T,T
2243.5,776,2224.1,795.9,T,T
2224.1,795.9,2216.2,802.8,T,T
1611.1,1399,1632.4,1398.6,T,T
2243.5,776,2265.2,757.3,T,T
1544.1,1473.9,1543.9,1485.6,T,T
1812.7,1230.1,1787.2,1218.5,T,T
2024.5,993,2030.3,1004,T,T
2003.2,1005.7,2020.3,1023.1,F,F
1999.2,1027.5,1987.1,1040.4,T,T
1590.8,1419,1612,1433.9,T,T
2265.2,757.3,2264,769.7,T,T
1612,1433.9,1611.1,1399,T,T
2024.5,993,2020.3,1023.1,F,F
2347.7,2725.5,2356.9,2726.6,T,T
1889.7,1159.1,1871.8,1140.7,T,T
2243.5,776,2244,801.3,T,T
2244,801.3,2224.1,795.9,T,T
2542,2486,2624,2513,T,T
2020.3,1023.1,1999.2,1027.5,F,F
1490.8,1659.4,1492,1638,T,T
1746,1272,1788,1268,T,T
1590.9,1453.1,1572.5,1461.2,T,T
1876.6,1165.2,1877,1160,T,T
1754.4,1207.2,1731.9,1387.1,T,T
1329.7,1713.8,1318.6,1719.4,T,T
2356.9,2726.6,2381.8,2719.3,T,T
1999.2,1027.5,2017.8,1044.8,T,T
1889.7,1159.1,1876.6,1165.2,F,F
1590.9,1453.1,1612,1433.9,T,T
1695.2,1277.3,1731.9,1387.1,T,T
1580.5,1480.4,1572.5,1461.2,T,T
2244,832.6,2216.2,802.8,T,T
2347.7,2725.5,2348,2773.4,T,T
1788,1268,1813,1229,T,T
1318.6,1755.7,1281.7,1742.8,T,T
3528.3,1572.2,3502.3,1592.8,T,T
3488.8,1612.3,3502.3,1592.8,T,T
2381.8,2719.3,2387.7,2707.1,T,T
1351.9,1680.1,1351.2,1718.4,T,T
2020.3,1023.1,2017.8,1044.8,T,T
1216.9,1851,1217.9,1821.2,T,T
1940.7,1128.8,1919.5,1118.5,T,T
2030.3,1004,2049.5,1025.3,T,T
3590.6,1519.1,3591.7,1506.7,T,T
1329.7,1713.8,1351.2,1718.4,T,T
2265.2,757.3,2314.1,779,T,T
2623,2467,2656,2465,T,T
2020.3,1023.1,2036.2,1036.7,T,T
1695.2,1277.3,1885.5,1259.4,T,T
1964.9,1106.9,1951.8,1094.7,T,T
2020.3,1023.1,2049.5,1025.3,T,T
1812.7,1230.1,1835.1,1241,T,T
2356.9,2726.6,2359.3,2773.9,T,T
2122.5,921.8,2119,957.4,T,T
1590.9,1453.1,1612.6,1465,T,T
2244,801.3,2244,832.6,T,T
1631.7,1445.9,1612,1433.9,T,T
2244,801.3,2270.8,807.6,T,T
2105.6,967.7,2094.2,956.9,T,T
1590.9,1453.1,1591.7,1488.8,T,T
3560.8,1563.5,3528.3,1572.2,T,T
2624,2513,2623,2467,T,T
2387.7,2707.1,2415.9,2718.7,T,T
3496.9,1632.3,3488.8,1612.3,T,T
2018,1054.6,2017.8,1044.8,T,T
3590.6,1519.1,3560.8,1563.5,T,T
2656,2465,2670,2443,T,T
1940.7,1128.8,1928.6,1141.2,T,T
1318.6,1755.7,1305.1,1761.1,T,T
1580.5,1480.4,1591.7,1488.8,T,T
1940.7,1128.8,1964.9,1106.9,T,T
1964.9,1106.9,2018,1054.6,T,T
2018,1054.6,2036.2,1036.7,T,T
2669.2,315.8,2695.2,466.8,T,T
2049.5,1025.3,2036.2,1036.7,T,T
2105.6,967.7,2049.5,1025.3,T,T
2105.6,967.7,2119,957.4,T,T
2244,832.6,2270.8,807.6,T,T
1355.7,1732.2,1351.2,1718.4,T,T
2244,832.6,2236.4,845,T,T
2270.8,807.6,2278.6,801,T,T
2348,2773.4,2359.3,2773.9,T,T
2381.8,2719.3,2380.2,2772.6,T,T
1957.1,1132.9,1940.7,1128.8,T,T
2105.6,967.7,2118,968.7,T,T
2624,2513,2656,2465,T,T
1328.4,1760.6,1318.6,1755.7,T,T
2118,968.7,2119,957.4,T,T
1940.7,1128.8,1952.8,1142.7,T,T
2105.6,967.7,2116.5,978.8,T,T
1889.7,1159.1,1930.3,1197.7,T,T
1328.4,1760.6,1355.7,1732.2,T,T
2157.9,977,2122.5,921.8,T,T
1591.7,1508,1591.7,1488.8,T,T
2116.5,978.8,2118,968.7,T,T
2244,859.1,2236.4,845,T,T
1957.1,1132.9,1952.8,1142.7,T,T
2408.9,711.1,2385.9,680.8,T,T
1885.5,1259.4,1813,1229,T,T
2244,832.6,2277.4,834,T,T
1933.6,1164.7,1930,1160,T,T
2270.8,807.6,2277.4,834,T,T
1947.5,1150.3,1952.8,1142.7,T,T
1351.2,1718.4,1395.6,1730.6,T,T
1947.5,1150.3,1933.6,1164.7,T,T
3496.9,1632.3,3521.8,1643.1,T,T
1631.7,1445.9,1663.3,1458,T,T
1788,1268,1885.5,1259.4,T,T
2314.1,779,2321.6,788.1,T,T
1964.9,1106.9,1994,1138.7,T,T
1964.9,1106.9,2015.2,1118,T,T
2018,1054.6,2015.2,1118,T,T
1855,1389.5,1754.4,1207.2,T,T
2110.9,1023,2049.5,1025.3,T,T
2385.9,680.8,2397.7,744.4,T,T
1960.9,1152.6,1952.8,1142.7,T,T
1940,1171,1933.6,1164.7,T,T
1591.7,1508,1586.3,1523.8,T,T
1947.5,1150.3,1960.9,1152.6,T,T
2244,832.6,2273.5,861.4,T,T
3939.2,1272.3,3873.7,1224.7,T,T
1874.3,1212.4,1900.8,1228.1,T,T
1663.4,1474.2,1612.6,1465,T,T
1855,1389.5,1695.2,1277.3,T,T
2451.6,2727.4,2415.9,2718.7,T,T
2157.9,977,2118,968.7,T,T
1885.5,1259.4,1835.1,1241,T,T
1957.1,1132.9,1994,1138.7,T,T
1928,1185,1940,1171,T,T
1940,1171,1960.9,1152.6,T,T
2214.6,892.4,2202.5,918.5,T,T
2116.5,978.8,2136.4,997,T,T
2110.9,1023,2116.5,978.8,T,T
2197.5,928.1,2173.4,933.7,T,T
1591.7,1508,1616.2,1519.8,T,T
1629.3,1494.7,1617.4,1498.6,T,T
1930.3,1197.7,1928,1185,T,T
2186.9,949.5,2173.4,933.7,T,T
1960.9,1152.6,1960.2,1171,T,T
2424.1,720.8,2420.5,679.8,T,T
1960.9,1152.6,1970.5,1161.2,T,T
2202.5,918.5,2197.5,928.1,T,T
1616.2,1519.8,1586.3,1523.8,T,T
2277.4,834,2282.9,851.8,T,T
2302.1,833.6,2277.4,834,T,T
1585.6,1553.2,1586.3,1523.8,T,T
3521.8,1643.1,3535.9,1645.3,T,T
2244,859.1,2263.8,884.2,T,T
1616.2,1519.8,1617.4,1498.6,T,T
2337,806.8,2321.6,788.1,T,T
1351.9,1680.1,1464.5,1758.2,T,T
1930.3,1197.7,1900.8,1228.1,T,T
2408.9,711.1,2405.9,733.1,T,T
1930.3,1197.7,1960.2,1171,F,F
2359.6,2863.5,2359.3,2773.9,T,T
2186.9,949.5,2197.5,928.1,T,T
1970.5,1161.2,1960.2,1171,T,T
1994,1138.7,1970.5,1161.2,T,T
1885.5,1259.4,1731.9,1387.1,T,T
2316.4,813.5,2314.6,820.3,T,T
2065.7,1067.7,2015.2,1118,T,T
1994,1138.7,2015.2,1118,T,T
2065.7,1067.7,2110.9,1023,T,T
2110.9,1023,2136.4,997,T,T
1732.9,1415,1731.9,1387.1,F,F
1574,1554.4,1585.6,1553.2,T,T
2157.9,977,2136.4,997,T,T
2098,1098.3,2036.2,1036.7,T,T
2282.9,851.8,2273.5,861.4,T,T
2302.1,833.6,2282.9,851.8,T,T
2302.1,833.6,2314.6,820.3,T,T
1629.3,1494.7,1650.3,1495.8,T,T
2507.4,662.8,2463.5,636.2,T,T
2157.9,977,2186.9,949.5,F,F
2316.4,813.5,2337,806.8,T,T
1900.8,1228.1,1885.5,1259.4,T,T
1699.5,1457.3,1663.3,1458,T,T
2405.9,733.1,2397.7,744.4,T,T
1790.9,1371.3,1731.9,1387.1,T,T
3535.9,1645.3,3560.8,1635.5,T,T
1981.1,1171.5,1960.2,1171,T,T
2263.8,884.2,2273.5,861.4,T,T
1981.1,1171.5,1970.5,1161.2,T,T
2186.9,949.5,2202.5,957.3,T,T
2211.8,939.4,2263.8,884.2,T,T
2379.9,2863.3,2380.2,2772.6,T,T
1994,1138.7,1998.3,1171.5,T,T
1663.4,1474.2,1678.6,1488.3,T,T
2337,806.8,2346.3,817.5,T,T
1355.7,1732.2,1431.5,1788.8,T,T
1570.9,1596.6,1563,1588,T,T
3580.3,1630.1,3560.8,1635.5,T,T
2211.8,939.4,2202.5,957.3,T,T
1732.9,1415,1727.2,1436.7,F,F
2275.7,888,2263.8,884.2,T,T
2211.8,939.4,2219.4,944.8,T,T
1562.2,1611.7,1563,1588,T,T
2424.1,720.8,2454.5,720.7,T,T
1699.5,1457.3,1727.2,1436.7,F,F
1490.8,1659.4,1490.8,1681.5,T,T
1981.1,1171.5,1998.3,1171.5,T,T
1994,1138.7,2025.6,1168.2,T,T
1732.9,1415,1745.5,1433.4,F,F
2110.9,1023,2108.4,1084.9,T,T
2015.2,1118,2025.6,1168.2,T,T
2015.2,1118,2083.6,1110.9,T,T
2136.4,997,2167,1027.1,T,T
2110.9,1023,2167,1027.1,T,T
2157.9,977,2167,1027.1,T,T
2157.9,977,2190,1004.6,T,T
2373.1,792.5,2346.3,817.5,T,T
2400.1,790.1,2397.7,744.4,T,T
1871.3,1321.8,1885.5,1259.4,T,T
1668,1524.3,1650.3,1495.8,T,T
1699.5,1457.3,1699.5,1485.1,T,T
2464.7,702,2454.5,720.7,T,T
1727.2,1436.7,1745.5,1433.4,F,F
1981.1,1171.5,2001.1,1190.7,T,T
2263.8,884.2,2262.7,937.6,T,T
1446.8,1775.8,1395.6,1730.6,T,T
1490.8,1659.4,1543.3,1659.4,F,F
2451.6,2727.4,2531.5,2737.4,T,T
1790.9,1371.3,1800,1390,T,T
1490.8,1681.5,1489.7,1692.4,T,T
3603.6,1636.6,3580.3,1630.1,T,T
1585,1603.1,1570.9,1596.6,T,T
2362.6,830.3,2346.3,817.5,T,T
2373.1,792.5,2400.1,790.1,T,T
2362.6,830.3,2373.1,792.5,T,T
1405.2,1812,1358.1,1783.3,T,T
1579,1612.8,1570.9,1596.6,T,T
2001.1,1190.7,1998.3,1171.5,T,T
2314.7,912.3,2273.5,861.4,T,T
2530.7,2775,2380.2,2772.6,T,T
2025.6,1168.2,1998.3,1171.5,T,T
2219.4,944.8,2262.7,937.6,T,T
1579,1612.8,1562.2,1611.7,T,T
2424.1,720.8,2426.3,795.5,T,T
2631.9,572.9,2695.2,466.8,F,F
2465,733.6,2454.5,720.7,T,T
1711.1,1481.8,1699.5,1485.1,T,T
1751.6,1469.4,1699.5,1457.3,T,T
1680.2,1532.1,1678.6,1488.3,T,T
1585,1603.1,1579,1612.8,T,T
1602,1593.8,1585,1603.1,T,T
1562.2,1611.7,1561,1638,T,T
2001.1,1190.7,2025.6,1168.2,T,T
2108.4,1084.9,2167,1027.1,T,T
2025.6,1168.2,2070,1124,T,T
2190,1004.6,2167,1027.1,T,T
2025.6,1168.2,2083.6,1110.9,T,T
2083.6,1110.9,2070,1124,T,T
2108.4,1084.9,2098,1098.3,T,T
2098,1098.3,2083.6,1110.9,T,T
3939.2,1272.3,3973.3,1303.2,T,T
2006.4,1198,2001.1,1190.7,T,T
1751.6,1469.4,1745.5,1433.4,F,F
2275.7,888,2306,930.2,T,T
1585,1603.1,1606.1,1606.8,T,T
1579,1612.8,1561.7,1647.4,T,T
1525.4,1695.1,1489.7,1692.4,F,F
1680.2,1532.1,1668,1524.3,T,T
1964,1234,2003.1,1275.5,T,T
1855,1389.5,1790.9,1371.3,T,T
2006.4,1198,2000.3,1203.3,T,T
2749.4,499.3,2695.2,466.8,T,T
1699.5,1485.1,1696.3,1531.4,T,T
1871.3,1321.8,1895.8,1325.8,T,T
2038.7,1182.1,2025.6,1168.2,T,T
2507.4,662.8,2538.8,705.5,T,T
2084,1136,2070,1124,T,T
1711.1,1481.8,1735.9,1490.1,T,T
2702.4,557.8,2695.2,466.8,T,T
2184.7,1045,2167,1027.1,T,T
1885.5,1259.4,2003.1,1275.5,T,T
1602,1593.8,1638.4,1591,T,T
1585,1603.1,1585,1653.4,T,T
1489.1,1756.2,1489.7,1692.4,T,T
1542.2,1682.1,1543.3,1659.4,T,T
2263.3,966.9,2262.7,937.6,T,T
1542.2,1682.1,1561.7,1647.4,T,T
1525.4,1695.1,1533,1681.5,T,T
1680.2,1532.1,1679.1,1543.5,T,T
1871.3,1321.8,1874,1368,T,T
2214.5,1027.8,2167,1027.1,T,T
2306,930.2,2262.7,937.6,T,T
1871.3,1321.8,1855,1389.5,T,T
2006.4,1198,2022.3,1210.9,T,T
2214.5,1027.8,2190,1004.6,T,T
1542.2,1682.1,1533,1681.5,T,T
1680.2,1532.1,1696.3,1531.4,T,T
1669.9,1551.6,1679.1,1543.5,T,T
2122.5,1127.2,2098,1098.3,T,T
1751.6,1469.4,1735.9,1490.1,T,T
2501.4,703.4,2538.8,705.5,T,T
1561.7,1647.4,1560.6,1681.5,T,T
1735.9,1490.1,1696.3,1531.4,F,F
2360.4,2966.9,2359.6,2863.5,T,T
1431.5,1788.8,1446.1,1788.1,T,T
1446.1,1788.1,1446.8,1775.8,T,T
2022.3,1210.9,2011,1212,T,T
2439.7,795.4,2426.3,795.5,F,F
1658,1580.3,1669.9,1551.6,T,T
1463.7,1775,1464.5,1758.2,T,T
1542.2,1682.1,1560.6,1681.5,T,T
1658,1580.3,1638.4,1591,T,T
2870.6,359.1,2828.4,408.9,T,T
1410.6,1843.4,1405.2,1812,T,T
2400.1,790.1,2394.5,886.6,T,T
1695,1548.2,1696.3,1531.4,T,T
1463.7,1775,1446.1,1788.1,T,T
1707.9,1539.9,1696.3,1531.4,T,T
2439.2,801.9,2439.7,795.4,F,F
2530.7,2775,2531.5,2737.4,T,T
1751.6,1469.4,1797.2,1464.5,T,T
2331.9,925.5,2314.7,912.3,T,T
1410.6,1843.4,1446.1,1788.1,T,T
2631.9,572.9,2641.1,643.3,T,T
2316.2,937.6,2306,930.2,T,T
1874,1368,1880,1368,T,T
1707.9,1539.9,1695,1548.2,T,T
1679.1,1543.5,1677.4,1591.6,T,T
2331.9,925.5,2306,930.2,T,T
3603.6,1636.6,3712.4,1636.6,T,T
2380.7,2966.1,2379.9,2863.3,T,T
2122.5,1127.2,2112.8,1134.8,T,T
1638.4,1591,1677.4,1591.6,T,T
1677,1609,1606.1,1606.8,T,T
2439.2,801.9,2457,801.9,F,F
1560.6,1698.3,1560.6,1681.5,T,T
2122.5,1127.2,2130.1,1121.8,T,T
1585,1653.4,1586,1678.3,T,T
2263.3,966.9,2261.6,1011.4,T,T
1880,1368,1883,1374,T,T
1586,1678.3,1560.6,1681.5,T,T
1780.4,1500.7,1735.9,1490.1,T,T
1855,1389.5,1858.1,1407.8,F,F
2542,736.4,2501.4,732.6,T,T
1489.1,1777.9,1489.1,1756.2,T,T
1855,1389.5,1864.9,1403.5,F,F
2122.5,1127.2,2132.3,1133.5,F,F
2749.4,499.3,2781.3,489.5,T,T
1883,1374,1884,1378,T,T
1695,1573,1695,1548.2,T,T
1884,1378,1875,1383,T,T
1474,1813.6,1446.1,1788.1,T,T
2542,736.4,2538.8,705.5,T,T
2305.1,988.1,2263.3,966.9,T,T
2233.7,1048.3,2214.5,1027.8,T,T
1875,1383,1880,1386,T,T
2316.2,937.6,2329.9,943.3,T,T
4016.6,1333.5,3973.3,1303.2,T,T
1858.1,1407.8,1864.9,1403.5,T,T
1876,1391,1864.9,1403.5,T,T
1880,1386,1887,1384,T,T
1887,1384,1876,1391,T,T
2702.4,557.8,2703.9,577.3,T,T
1833.9,1447.2,1797.2,1464.5,F,F
2421.8,898.3,2426.3,795.5,T,T
1828.3,1434.6,1833.9,1447.2,T,T
2828.4,408.9,2828.9,477.6,T,T
2797,477.1,2781.3,489.5,T,T
2589.1,712,2538.8,705.5,F,F
2305.1,988.1,2316.2,937.6,T,T
2495.5,794.9,2457,801.9,T,T
2200,1069,2204.2,1076.9,T,T
2331.9,925.5,2357.4,936.7,T,T
2069.9,1214.9,2062,1206,T,T
1489.1,1777.9,1474,1813.6,T,T
2143.1,1145.1,2132.3,1133.5,T,T
2130.5,1158.3,2132.3,1133.5,T,T
1677,1609,1677.4,1591.6,T,T
2105,1163,2113.8,1173.8,T,T
1858.1,1407.8,1854.5,1438,T,T
2150,1119,2160.4,1130.5,T,T
2682.8,597.2,2703.9,577.3,T,T
2243.4,1040.5,2241,1037,T,T
2233.7,1048.3,2243.4,1040.5,T,T
2734.2,554.5,2703.9,577.3,T,T
2204.2,1076.9,2207.8,1082.5,T,T
2069.9,1214.9,2113.8,1173.8,T,T
1877,1427.3,1864.9,1403.5,T,T
2204.2,1076.9,2215.5,1076.3,T,T
2233.7,1048.3,2235.4,1056.4,T,T
1833.9,1447.2,1854.5,1438,T,T
2012.7,1284.1,2003.1,1275.5,T,T
1837.4,1476.5,1797.2,1464.5,T,T
2113.8,1173.8,2130.5,1158.3,T,T
2143.1,1145.1,2130.5,1158.3,T,T
2278.1,1026.6,2261.6,1011.4,T,T
2143.1,1145.1,2160.4,1130.5,T,T
2797,477.1,2828.9,477.6,T,T
2207.8,1082.5,2175.5,1115.9,T,T
2404.5,896.1,2394.5,886.6,T,T
2734.2,554.5,2753.1,539.3,T,T
1559,1726,1562.8,1733.6,T,T
2207.8,1082.5,2215.5,1076.3,T,T
2050.6,1246.7,2069.9,1214.9,T,T
2175.5,1115.9,2160.4,1130.5,T,T
2215.5,1076.3,2235.4,1056.4,T,T
1900.9,1414.5,1864.9,1403.5,T,T
2255.3,1048.2,2233.7,1048.3,T,T
1474,1813.6,1446.4,1851.5,T,T
1804.6,1500.2,1780.4,1500.7,T,T
1780.4,1500.7,1796,1505,T,T
2329.9,943.3,2316.9,997.6,T,T
2625.4,678.5,2641.1,643.3,T,T
2392.6,915,2394.5,886.6,T,T
1694.5,1617.9,1695,1573,T,T
2012.7,1284.1,2034.4,1262.3,T,T
1489.1,1777.9,1497.8,1829.9,T,T
2050.6,1246.7,2034.4,1262.3,T,T
1437.2,1860.5,1446.4,1851.5,T,T
1877,1427.3,1854.5,1438,T,T
2753.1,539.3,2787.2,518.2,T,T
1833.9,1447.2,1845,1472,F,F
2069.9,1214.9,2084.9,1229.5,T,T
2682.8,597.2,2679,641.3,T,T
1677,1609,1674.7,1639.7,T,T
2357.4,936.7,2372,942,T,T
2392.6,915,2376.3,919.9,T,T
2113.8,1173.8,2129,1188.8,T,T
2625.4,678.5,2589.1,712,T,T
2143.1,1145.1,2158.1,1160.3,T,T
2130.5,1158.3,2129,1188.8,T,T
1666.2,1677.2,1586,1678.3,T,T
2369.8,964.4,2329.9,943.3,T,T
2404.5,896.1,2392.6,915,T,T
1804.6,1500.2,1796,1505,T,T
2257.2,1071.7,2233.7,1048.3,T,T
2495.5,794.9,2517,803.3,T,T
2050.6,1246.7,2059.3,1254.9,T,T
2520.9,770.5,2517,803.3,T,T
2175.5,1115.9,2190.1,1131,T,T
1437.2,1860.5,1377.9,1938.9,T,T
1446.4,1851.5,1461.2,1855.2,T,T
1474,1813.6,1497.8,1829.9,T,T
2305.1,988.1,2292.5,1030.5,T,T
1562.8,1733.6,1560.3,1760.6,T,T
4021.5,1342.1,4016.6,1333.5,T,T
1804.6,1500.2,1837.4,1476.5,T,T
2215.5,1076.3,2248.8,1078.1,T,T
1877,1427.3,1900.9,1414.5,T,T
2404.5,896.1,2421.8,898.3,T,T
3730.8,1636.1,3712.4,1636.6,T,T
1560.3,1760.6,1538.4,1761.1,T,T
2012.7,1284.1,2047.8,1278.3,T,T
2278.1,1026.6,2292.5,1030.5,T,T
2059.3,1254.9,2084.9,1229.5,T,T
3776.8,1580.3,3796.3,1571.1,T,T
2392.6,915,2405.3,915.6,T,T
2129,1188.8,2084.9,1229.5,T,T
2292.5,1030.5,2270,1041,T,T
3771.4,1603.6,3776.8,1580.3,T,T
1657.5,1656.1,1666.2,1656.1,T,T
2517,803.3,2498.2,818.1,T,T
2158.1,1160.3,2129,1188.8,T,T
2542,736.4,2544.4,816,T,T
1860.5,1464.1,1837.4,1476.5,T,T
1694.5,1617.9,1694,1633.1,T,T
2158.1,1160.3,2190.1,1131,T,T
2257.2,1071.7,2270,1041,T,T
2059.3,1254.9,2047.8,1278.3,T,T
2326.1,1001.1,2316.9,997.6,T,T
1877,1427.3,1887.7,1450.9,T,T
3796.3,1571.1,3820.1,1552.2,T,T
1377.9,1938.9,1336.1,1992.1,T,T
1676.4,1655,1674.7,1639.7,T,T
2248.8,1078.1,2190.1,1131,T,T
3753.5,1626.3,3730.8,1636.1,T,T
2388.2,954.8,2372,942,T,T
2388.2,954.8,2392.6,915,T,T
2257.2,1071.7,2292.5,1030.5,T,T
2489.5,846.3,2498.2,818.1,T,T
2012.7,1284.1,2053.6,1302.8,T,T
1666.2,1656.1,1676.4,1655,T,T
2257.2,1071.7,2248.8,1078.1,T,T
2308.9,1033.6,2316.9,997.6,T,T
1562.8,1733.6,1628.3,1733.5,T,T
3753.5,1626.3,3771.4,1603.6,T,T
2419.3,921.8,2421.8,898.3,T,T
2419.3,921.8,2405.3,915.6,T,T
2403.1,937.9,2405.3,915.6,T,T
2158.1,1160.3,2171.8,1171.6,T,T
1887.7,1450.9,1860.5,1464.1,T,T
1321.1,2014,1336.1,1992.1,T,T
2197.2,1145.6,2190.1,1131,T,T
2301.4,1040.3,2292.5,1030.5,T,T
1536.2,1786.6,1535.7,1807.3,T,T
1666.2,1677.2,1666.2,1656.1,T,T
2421.8,898.3,2446.9,898,T,T
1561,1786.6,1560.3,1760.6,T,T
1536.2,1786.6,1561,1786.6,T,T
2096.3,1239.5,2066.2,1268,T,T
2059.3,1254.9,2053.6,1302.8,T,T
1562.8,1733.6,1613.6,1761.7,T,T
2678.2,674.2,2679,641.3,T,T
2096.3,1239.5,2133.9,1204.6,T,T
2388.2,954.8,2369.8,964.4,T,T
4021.5,1342.1,4024.7,1384.9,T,T
2707.7,689.1,2703.9,577.3,T,T
2133.9,1204.6,2148.5,1192.2,T,T
2544.4,816,2517,803.3,T,T
2047.8,1278.3,2053.6,1302.8,T,T
1677,1675.6,1676.4,1655,T,T
2290.6,1051.7,2301.4,1040.3,T,T
2308.9,1033.6,2301.4,1040.3,T,T
2148.5,1192.2,2171.8,1171.6,T,T
2197.2,1145.6,2171.8,1171.6,T,T
1311.7,2039.6,1321.1,2014,T,T
3845,1565.2,3820.1,1552.2,T,T
2290.6,1051.7,2264.9,1080.7,T,T
2197.2,1145.6,2264.9,1080.7,T,T
2594.7,793.7,2589.1,712,T,T
2376.8,979.6,2369.8,964.4,T,T
2133.9,1204.6,2135.5,1216,T,T
